Data,PETR3
2018-06-30,19.420000076293945
2018-07-31,21.940000534057617
2018-08-31,22.079999923706055
2018-09-30,24.229999542236328
2018-10-31,30.31999969482422
2018-11-30,28.1299991607666
2018-12-31,25.399999618530273
2019-01-31,29.549999237060547
2019-02-28,29.860000610351562
2019-03-31,31.149999618530273
2019-04-30,29.959999084472656
2019-05-31,28.229999542236328
2019-06-30,30.020000457763672
2019-07-31,28.790000915527344
2019-08-31,28.270000457763672
2019-09-30,30.149999618530273
2019-10-31,32.70000076293945
2019-11-30,31.200000762939453
2019-12-31,32.0
2020-01-31,30.350000381469727
2020-02-29,27.149999618530273
2020-03-31,14.140000343322754
2020-04-30,18.649999618530273
2020-05-31,20.84000015258789
2020-06-30,22.34000015258789
2020-07-31,22.700000762939453
2020-08-31,22.31999969482422
2020-09-30,19.770000457763672
2020-10-31,19.0
2020-11-30,25.549999237060547
2020-12-31,28.850000381469727
2021-01-31,27.329999923706055
2021-02-28,22.149999618530273
2021-03-31,23.940000534057617
2021-04-30,23.100000381469727
2021-05-31,26.649999618530273
2021-06-30,30.290000915527344
2021-07-31,27.5
2021-08-31,27.920000076293945
2021-09-30,28.149999618530273
2021-10-31,27.670000076293945
2021-11-30,30.139999389648438
2021-12-31,30.700000762939453
2022-01-31,35.27000045776367
2022-02-28,36.369998931884766
2022-03-31,35.2400016784668
2022-04-30,33.439998626708984
2022-05-31,33.2599983215332
2022-06-30,30.540000915527344
2022-07-31,36.959999084472656
2022-08-31,37.16999816894531
2022-09-30,33.08000183105469
2022-10-31,33.2599983215332
2022-11-30,30.389999389648438
2022-12-31,28.040000915527344
2023-01-31,29.459999084472656
2023-02-28,28.75
2023-03-31,26.489999771118164
2023-04-30,26.670000076293945
2023-05-31,29.209999084472656
2023-06-30,33.099998474121094
2023-07-31,34.810001373291016
2023-08-31,34.540000915527344
2023-09-30,37.88999938964844
2023-10-31,37.84000015258789
2023-11-30,37.70000076293945
2023-12-31,38.97999954223633
2024-01-31,42.15999984741211
2024-02-29,41.220001220703125
2024-03-31,38.279998779296875
2024-04-30,44.2599983215332
2024-05-31,40.70000076293945
2024-06-30,40.380001068115234
2024-07-31,40.599998474121094
2024-08-31,42.939998626708984
2024-09-30,39.27000045776367
2024-10-31,39.060001373291016
2024-11-30,42.619998931884766
2024-12-31,39.40999984741211
2025-01-31,41.650001525878906
2025-02-28,39.70000076293945
